,Text,Created_at,neg,neu,pos,compound,sentiment,top_10_only
140," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 22:14:00,0.0,0.833,0.167,0.2023,positive,set()
141, @heyyguido: can we please move away from focusing so much on health care in the next debate. we all know where they stand by now.\nwe wan2\x806',2019-10-16 22:14:00,0.0,0.703,0.297,0.6705,positive,set()
142," @girlygirlsguide: what hurts the most is that the people who were meant to protect me &amp; love me had deeply hurt me. even more so, they s2\x806'",2019-10-16 22:14:00,0.33,0.34,0.33,0.0018,positive,set()
143," @graymatterstwit: you wish you could go back? suck it up, cupcake. the only way out is through. \n#through #metoo #nevertrustarepublican2\x806'",2019-10-16 22:14:00,0.213,0.588,0.199,-0.0516,negative,set()
144," @artonfurniture: #metoo #feminist #trudeaubrownface \nyou can't pretend to support anything if your the one doing it.\ntime to let this ma2\x806""",2019-10-16 22:14:00,0.093,0.728,0.179,0.3182,positive,set()
145, @majesticmayaaa: dear @taranaburke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being h.i.v2\x806',2019-10-16 22:13:00,0.253,0.604,0.143,-0.4588,negative,"{'sexual', 'women'}"
146,jackyan their sales in the us are now. they dropped the metoo thing here in the states.',2019-10-16 22:13:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
147," @ambertamblyn: months before metoo broke us wide open, a man tapped me on the shoulder at a restaurant and said he had read this op-ed i2\x806'",2019-10-16 22:13:00,0.189,0.811,0.0,-0.4215,negative,{'metoo'}
148, @majesticmayaaa: dear @taranaburke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being h.i.v2\x806',2019-10-16 22:13:00,0.253,0.604,0.143,-0.4588,negative,"{'sexual', 'women'}"
149," @readmorescience: a very courageous individual has asked me to share an anonymous, open letter about sexual assault. i am humbled to use2\x806'",2019-10-16 22:13:00,0.196,0.515,0.289,0.2023,positive,{'sexual'}
150,this is denmark.\nthis is the world.\nthis is #metoo https://t.co/hpovfebkkg',2019-10-16 22:12:00,0.0,1.0,0.0,0.0,neutral,set()
151, @jodikantor: this story by @lisaxmiller goes in my personal canon of the very best #metoo writing. stay until the end. https://t.co/fod92\x806',2019-10-16 22:12:00,0.0,0.756,0.244,0.6369,positive,set()
152," @ewarren: two years ago, #metoo started a movement2\x80\x94millions spoke out and shared their stories. i'm fighting for an america where surviv2\x806""",2019-10-16 22:11:00,0.132,0.741,0.127,-0.0258,negative,"{'two', 'years'}"
153," @theview: ""so much goes into the thought of admitting this, not only to the world, but to yourself. i have never really been ready for t2\x806'",2019-10-16 22:11:00,0.205,0.795,0.0,-0.3241,negative,set()
154,cptnrwrpnts that2\x80\x99s a metoo moment',2019-10-16 22:11:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
155, @rdg71: @jarvisdupont i started taking hormones yesterday. hey presto i reversed the car in to the garage door.\nlove being a woman\n#metoo',2019-10-16 22:11:00,0.0,1.0,0.0,0.0,neutral,set()
156,trump was pulling punches and being kind #metoo #metoomovement #samich #maga #blexit #walkaway #webuildthewall #kag2\x806 https://t.co/djj9zdngzw',2019-10-16 22:10:00,0.0,0.805,0.195,0.5267,positive,set()
157, @theinquisitor10: an excellent article which challenges the 2\x80\x9ci believe2\x80\x9d policy of metoo in favour of due process &amp; the presumption of in2\x806',2019-10-16 22:10:00,0.0,0.655,0.345,0.7845,positive,{'metoo'}
158, @tba2012: talk about getting \0\x9f\x8df potted #metoo #metoomovement #samich #maga #blexit #walkaway #webuildthewall #kag #kag2020 #qanon #qarmy2\x806',2019-10-16 22:10:00,0.0,1.0,0.0,0.0,neutral,set()
159,"b""@tonygoldmark didn't she have a really bad take on metoo a while back?""",2019-10-16 22:10:00,0.431,0.569,0.0,-0.5849,negative,{'metoo'}
160," @meera_mitun: those horrible 25 minutes with @directorcheran inside #biggbosstamil3 house, that paved way for my eviction from bb. will2\x806'",2019-10-16 22:10:00,0.394,0.606,0.0,-0.7579,negative,set()
161, @tba2012: talk about getting \0\x9f\x8df potted #metoo #metoomovement #samich #maga #blexit #walkaway #webuildthewall #kag #kag2020 #qanon #qarmy2\x806',2019-10-16 22:10:00,0.0,1.0,0.0,0.0,neutral,set()
162,"biden is definitely old-school! he needs a #crashcourse in #womenstudies! after #metoo movement, women have much le2\x806 https://t.co/9ukxxlzlvq'",2019-10-16 22:09:00,0.0,0.838,0.162,0.4019,positive,{'women'}
163, @4americankat: what it2\x80\x99s become is an evil tool of the left to take out political opponents or anyone who challenges their power &amp; autho2\x806',2019-10-16 22:09:00,0.213,0.725,0.063,-0.6249,negative,set()
164, @cannoncagle: my #metoo story https://t.co/pjunjluncj https://t.co/jtaggsyvml',2019-10-16 22:09:00,0.0,1.0,0.0,0.0,neutral,set()
165, @majesticmayaaa: dear @taranaburke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being h.i.v2\x806',2019-10-16 22:09:00,0.253,0.604,0.143,-0.4588,negative,"{'sexual', 'women'}"
166,ee why don2\x80\x99t you have a policy in place for customers affected by domestic abuse? #day175 #metoo\xc20#stopharassment2\x806 https://t.co/fzwbpkn3pf',2019-10-16 22:09:00,0.293,0.707,0.0,-0.7003,negative,set()
167,now the subject of numerous metoo allegations https://t.co/ji8sxbybq2',2019-10-16 22:09:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
168, @theshadowlooms: nature helps healing #natureheals; mellow autumn fruitfulness #16. i love birch trees! wish you all a great tuesday! #s2\x806',2019-10-16 22:08:00,0.0,0.447,0.553,0.9274,positive,set()
169,anyone else get stuff all sleep but still gotta go to work? #metoo #nosleep #tired',2019-10-16 22:08:00,0.244,0.756,0.0,-0.4404,negative,set()
170,natpurser https://t.co/g77o5w4d04 this article didn2\x80\x99t age well..also he describes flirting as a 2\x80\x9clife force2\x80\x9d and a2\x806 https://t.co/v0qr9lit',2019-10-16 22:08:00,0.0,0.822,0.178,0.4404,positive,set()
171,talk about getting \0\x9f\x8df potted #metoo #metoomovement #samich #maga #blexit #walkaway #webuildthewall #kag #kag20202\x806 https://t.co/wmcnm42oti',2019-10-16 22:08:00,0.0,1.0,0.0,0.0,neutral,set()
172," @luxymoo: hey kai, remember when i told you my metoo story because our stories were so similar and asked you to keep it confidential, an2\x806'",2019-10-16 22:08:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
173," @hrw: as #metoo turns 2, these amazing women discuss the future of the movement. https://t.co/azuqdxq2ce https://t.co/i59l7bsmlf'",2019-10-16 22:07:00,0.0,0.743,0.257,0.5859,positive,{'women'}
174," @essence: on the second anniversary of #metoo, @taranaburke gets real about the movement and its future: https://t.co/lzondhbz70 https:/2\x806'",2019-10-16 22:07:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
175," @alyssa_milano: thank you, @taranaburke, for your life work. i2\x80\x99m so glad it2\x80\x99s you leading the way. #metoo #metoovoter'",2019-10-16 22:07:00,0.0,0.703,0.297,0.6705,positive,set()
176,team older feminist: am i allowed nuanced feelings about #metoo? https://t.co/5yh6bwqrwu',2019-10-16 22:07:00,0.0,1.0,0.0,0.0,neutral,set()
177, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 22:07:00,0.181,0.819,0.0,-0.4767,negative,set()
178,i just signed this petition on organizefor with @colorofchange. will you join me? #o4 https://t.co/a7mtme5awn via @colorofchange',2019-10-16 22:07:00,0.0,0.784,0.216,0.296,positive,set()
179," @whathappenshk: we are neither rioters nor cockroaches. we are just normal hkgers who love hk so much, fight for human rights and agains2\x806'",2019-10-16 22:06:00,0.146,0.618,0.236,0.3818,positive,set()
180," @pushkinpress: don't miss the chance to see ayelet gundar-goshen at @litsouthbank this friday speaking on the power of #metoo in today's2\x806""",2019-10-16 22:06:00,0.103,0.769,0.128,0.1027,positive,set()
181,mdudas have you listened to the rules of dating that colleges tell entering freshman? insane stuff. there are cons2\x806 https://t.co/8nta6iqpuz',2019-10-16 22:06:00,0.172,0.828,0.0,-0.4019,negative,set()
182, @hrw: the #metoo movement2\x80\x99s powerful new tool https://t.co/vk7utn7jyw #timesup https://t.co/of12hdi4k,2019-10-16 22:06:00,0.0,0.811,0.189,0.4215,positive,set()
183, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 22:05:00,0.181,0.819,0.0,-0.4767,negative,set()
184,tariqnasheed @metrouk where was #metoo',2019-10-16 22:05:00,0.0,1.0,0.0,0.0,neutral,set()
185, @baphometx: the founder of #metoo is using 2nd anniversary of the movement to launch a new effort intended to mobilize voters heading in2\x806',2019-10-16 22:05:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
186," @ecclespenor: my dystopian thriller, daeios: 140 feet down will be released november 9, 2019. for a book description visit https://t.co/2\x806'",2019-10-16 22:04:00,0.0,0.903,0.097,0.1027,positive,set()
187, @girlnamedanne: abilene is small. this church was next door to me and i went there often in the 90s. it2\x80\x99s likely i know the victims and2\x806',2019-10-16 22:04:00,0.126,0.874,0.0,-0.3182,negative,set()
188," @readmorescience: a very courageous individual has asked me to share an anonymous, open letter about sexual assault. i am humbled to use2\x806'",2019-10-16 22:04:00,0.196,0.515,0.289,0.2023,positive,{'sexual'}
189," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 22:04:00,0.0,0.833,0.167,0.2023,positive,set()
190," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 22:04:00,0.0,0.833,0.167,0.2023,positive,set()
191, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 22:03:00,0.181,0.819,0.0,-0.4767,negative,set()
192," @tanzinavega: in the aftermath of the #metoo allegations in professional circles women and women of color didn't just get these roles be2\x806""",2019-10-16 22:03:00,0.0,1.0,0.0,0.0,neutral,{'women'}
193," @amandamarcotte: everyone likes to reference the handmaid's tale, but #metoo feels more like the stepford wives or rosemary's baby. it t2\x806""",2019-10-16 22:02:00,0.0,0.694,0.306,0.6486,positive,set()
194, @lawsocietymb: what constitutes sexual harassment? what to do in the initial days following a complaint? how can the law society2\x80\x99s equit2\x806',2019-10-16 22:02:00,0.322,0.678,0.0,-0.6908,negative,{'sexual'}
195," @marylschmidt: ""teach children good touch/bad touch, and body ownership!"" #pminc #asmsg \nhttps://t.co/uz809mvchu #iag #kidlit #picture2\x806'",2019-10-16 22:02:00,0.164,0.701,0.136,-0.1531,negative,set()
196,3.32  i have been poisoned and continue to be poisoned. i cannot breathe. my dead body will be found. $ge #ge #metoo',2019-10-16 22:02:00,0.682,0.318,0.0,-0.8934,negative,set()
197," @sooolaymen: sexual harassment exercised on men is socially approved, one of six men experiences sexual harassment in his life, and feel2\x806'",2019-10-16 22:02:00,0.307,0.57,0.123,-0.6369,negative,{'sexual'}
198, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 22:02:00,0.181,0.819,0.0,-0.4767,negative,set()
199," @activateactivsm: feds take down the world's 'largest dark web child porn marketplace' #smartnews #metoo #saveourchildren  https://t.co/2\x806""",2019-10-16 22:01:00,0.0,1.0,0.0,0.0,neutral,set()
200,tariqnasheed @metrouk #metoo where the hell they be at',2019-10-16 22:01:00,0.605,0.395,0.0,-0.6808,negative,set()
201," @amandamarcotte: everyone likes to reference the handmaid's tale, but #metoo feels more like the stepford wives or rosemary's baby. it t2\x806""",2019-10-16 22:01:00,0.0,0.694,0.306,0.6486,positive,set()
202," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 22:01:00,0.0,0.833,0.167,0.2023,positive,set()
203," @cindimadsen: 2\x80\x9cwe will talk. i love that, mom. you should blog about this so we can help other girls, and that should be the title.2\x80\x9d\n\na2\x806'",2019-10-16 22:01:00,0.0,0.635,0.365,0.7845,positive,set()
204,if she only fuck you when she off mimosas it2\x80\x99s the same thing #metoo https://t.co/8hhvy0kvnr',2019-10-16 22:01:00,0.304,0.696,0.0,-0.5423,negative,set()
205," @ambertamblyn: months before metoo broke us wide open, a man tapped me on the shoulder at a restaurant and said he had read this op-ed i2\x806'",2019-10-16 22:00:00,0.189,0.811,0.0,-0.4215,negative,{'metoo'}
206," @likethchampagne: @sadydoyle always validates feelings that i didn\'t know how to express. in ""driven from the village with pitchforks,""2\x806'",2019-10-16 22:00:00,0.0,0.806,0.194,0.34,positive,set()
207,"b""chanel miller's memoir know my name and a work by #metoo reporters @jodikantor and meghan twohey in their2\x806 https://t.co/5gs8ck3eam""",2019-10-16 22:00:00,0.0,1.0,0.0,0.0,neutral,set()
208,speak your mind. stand your ground. sing your song. #notme #metoo #weinstein',2019-10-16 22:00:00,0.0,1.0,0.0,0.0,neutral,set()
209,these are the facts.\n the jordie chandler settlement revisited #squareonemj https://t.co/psmmnnqxwa\n #believesurvivors #metoo',2019-10-16 22:00:00,0.0,1.0,0.0,0.0,neutral,set()
210,how to stop the abuse of location data - the new york times https://t.co/fl0alxjx2e #metoo https://t.co/n7obwqjgqf',2019-10-16 21:59:00,0.39,0.61,0.0,-0.7506,negative,set()
211, @abc730: pulitzer prize winning reporter @ronanfarrow reveals the personal cost of exposing superstar film producer and sexual predator2\x806',2019-10-16 21:59:00,0.096,0.596,0.307,0.6808,positive,{'sexual'}
212,"b""dragon con co-founder fights charge based on artist's photo - whec https://t.co/qtti7xbpd9 #metoo https://t.co/o05jncq5te""",2019-10-16 21:59:00,0.172,0.828,0.0,-0.4019,negative,set()
213," @k_ophelia: couple of minutes to this conversation. i2\x80\x99m keen to hear thoughts, especially since we keep exposing abusers #onhere and the2\x806'",2019-10-16 21:59:00,0.265,0.623,0.111,-0.5367,negative,set()
214,"b""feds take down the world's 'largest dark web child porn marketplace' #smartnews #metoo #saveourchildren  https://t.co/avloil6wvj""",2019-10-16 21:59:00,0.0,1.0,0.0,0.0,neutral,set()
215,based @thebabylonbee. \n#tsumanidemocratic #nba #kag2020 #imwithher #metoo #resist #impeach https://t.co/omlnsrzp5w',2019-10-16 21:59:00,0.0,1.0,0.0,0.0,neutral,set()
216, @jodikantor: this story by @lisaxmiller goes in my personal canon of the very best #metoo writing. stay until the end. https://t.co/fod92\x806',2019-10-16 21:59:00,0.0,0.756,0.244,0.6369,positive,set()
217,"rachsyme i think we spend a lot of time thinking about all the men we 2\x80\x9clost2\x80\x9d to #metoo,  or rather the shitty men2\x806 https://t.co/w0txakp4el'",2019-10-16 21:58:00,0.175,0.825,0.0,-0.5574,negative,set()
218, @leahgreenb: questions on:\n\n-puerto rico: 0\n-police violence: 0\n-#metoo: 0\n-climate justice: 0\n-white supremacy: 0\n-affordable housing:2\x806',2019-10-16 21:58:00,0.208,0.558,0.234,-0.128,negative,set()
219," @ambertamblyn: months before metoo broke us wide open, a man tapped me on the shoulder at a restaurant and said he had read this op-ed i2\x806'",2019-10-16 21:58:00,0.189,0.811,0.0,-0.4215,negative,{'metoo'}
220," @essence: on the second anniversary of #metoo, @taranaburke gets real about the movement and its future: https://t.co/lzondhbz70 https:/2\x806'",2019-10-16 21:58:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
221," @nowthisnews: 2\x80\x98when you have 12 million people respond to a hashtag in 24 hours, we have a public health crisis2\x80\x99 2\x80\x94 leaders @taranaburke,2\x806'",2019-10-16 21:58:00,0.0,1.0,0.0,0.0,neutral,set()
222," @amandamarcotte: everyone likes to reference the handmaid's tale, but #metoo feels more like the stepford wives or rosemary's baby. it t2\x806""",2019-10-16 21:57:00,0.0,0.694,0.306,0.6486,positive,set()
